id,name,description,price,stock_quantity,category_id
252,ShopX electronics Product 252,ShopX catalog item in electronics. Photos=1; weight_g=175.0.,13.65,13,30
253,ShopX pet_shop Product 253,ShopX catalog item in pet_shop. Photos=1; weight_g=1900.0.,64.0,11,64
254,ShopX sports_leisure Product 254,ShopX catalog item in sports_leisure. Photos=5; weight_g=250.0.,34.0,11,69
255,ShopX baby Product 255,ShopX catalog item in baby. Photos=3; weight_g=6950.0.,99.0,11,10
256,ShopX housewares Product 256,ShopX catalog item in housewares. Photos=1; weight_g=1100.0.,74.85,11,53
257,ShopX baby Product 257,ShopX catalog item in baby. Photos=5; weight_g=300.0.,54.0,11,10
258,ShopX office_furniture Product 258,ShopX catalog item in office_furniture. Photos=1; weight_g=16500.0.,219.9,11,61
259,ShopX luggage_accessories Product 259,ShopX catalog item in luggage_accessories. Photos=1; weight_g=300.0.,114.9,11,57
260,ShopX electronics Product 260,ShopX catalog item in electronics. Photos=1; weight_g=1836.0.,72.0,14,30
261,ShopX health_beauty Product 261,ShopX catalog item in health_beauty. Photos=1; weight_g=175.0.,232.37,11,47
262,ShopX toys Product 262,ShopX catalog item in toys. Photos=1; weight_g=675.0.,99.99,15,73
263,ShopX sports_leisure Product 263,ShopX catalog item in sports_leisure. Photos=4; weight_g=200.0.,43.9,11,69
264,ShopX industry_commerce_and_business Product 264,ShopX catalog item in industry_commerce_and_business. Photos=1; weight_g=1200.0.,64.9,11,54
265,ShopX computers_accessories Product 265,ShopX catalog item in computers_accessories. Photos=2; weight_g=200.0.,25.9,15,19
266,ShopX office_furniture Product 266,ShopX catalog item in office_furniture. Photos=2; weight_g=16100.0.,229.99,11,61
267,ShopX telephony Product 267,ShopX catalog item in telephony. Photos=1; weight_g=117.0.,44.99,11,72
268,ShopX fixed_telephony Product 268,ShopX catalog item in fixed_telephony. Photos=1; weight_g=455.0.,200.5,11,38
269,ShopX bed_bath_table Product 269,ShopX catalog item in bed_bath_table. Photos=1; weight_g=550.0.,29.99,12,11
270,ShopX fashion_shoes Product 270,ShopX catalog item in fashion_shoes. Photos=4; weight_g=750.0.,92.4,11,35
271,ShopX cool_stuff Product 271,ShopX catalog item in cool_stuff. Photos=2; weight_g=586.0.,199.0,14,24
272,ShopX construction_tools_lights Product 272,ShopX catalog item in construction_tools_lights. Photos=6; weight_g=540.0.,79.9,11,22
273,ShopX sports_leisure Product 273,ShopX catalog item in sports_leisure. Photos=1; weight_g=3700.0.,175.0,11,69
274,ShopX housewares Product 274,ShopX catalog item in housewares. Photos=4; weight_g=3150.0.,450.0,11,53
275,ShopX bed_bath_table Product 275,ShopX catalog item in bed_bath_table. Photos=1; weight_g=2100.0.,99.9,11,11
276,ShopX construction_tools_safety Product 276,ShopX catalog item in construction_tools_safety. Photos=3; weight_g=314.0.,109.0,11,23
277,ShopX bed_bath_table Product 277,ShopX catalog item in bed_bath_table. Photos=1; weight_g=550.0.,55.0,14,11
278,ShopX auto Product 278,ShopX catalog item in auto. Photos=1; weight_g=13825.0.,1689.0,11,9
279,ShopX bed_bath_table Product 279,ShopX catalog item in bed_bath_table. Photos=1; weight_g=850.0.,48.0,11,11
280,ShopX baby Product 280,ShopX catalog item in baby. Photos=1; weight_g=250.0.,14.99,11,10
281,ShopX toys Product 281,ShopX catalog item in toys. Photos=1; weight_g=400.0.,45.0,11,73
282,ShopX perfumery Product 282,ShopX catalog item in perfumery. Photos=2; weight_g=400.0.,99.99,11,63
283,ShopX consoles_games Product 283,ShopX catalog item in consoles_games. Photos=1; weight_g=200.0.,39.9,11,20
284,ShopX auto Product 284,ShopX catalog item in auto. Photos=5; weight_g=250.0.,149.0,11,9
285,ShopX computers_accessories Product 285,ShopX catalog item in computers_accessories. Photos=4; weight_g=1950.0.,49.9,11,19
286,ShopX furniture_decor Product 286,ShopX catalog item in furniture_decor. Photos=1; weight_g=300.0.,9.99,11,43
287,ShopX watches_gifts Product 287,ShopX catalog item in watches_gifts. Photos=1; weight_g=1050.0.,89.9,11,74
288,ShopX auto Product 288,ShopX catalog item in auto. Photos=4; weight_g=400.0.,82.9,11,9
289,ShopX musical_instruments Product 289,ShopX catalog item in musical_instruments. Photos=1; weight_g=1000.0.,199.0,12,60
290,ShopX sports_leisure Product 290,ShopX catalog item in sports_leisure. Photos=1; weight_g=150.0.,45.9,29,69
291,ShopX health_beauty Product 291,ShopX catalog item in health_beauty. Photos=1; weight_g=700.0.,39.9,11,47
292,ShopX consoles_games Product 292,ShopX catalog item in consoles_games. Photos=3; weight_g=450.0.,190.0,11,20
293,ShopX health_beauty Product 293,ShopX catalog item in health_beauty. Photos=1; weight_g=2000.0.,315.0,11,47
294,ShopX construction_tools_construction Product 294,ShopX catalog item in construction_tools_construction. Photos=4; weight_g=21400.0.,561.9,11,21
295,ShopX Other Product 295,ShopX catalog item in Other. Photos=0; weight_g=300.0.,126.77,11,1
296,ShopX computers_accessories Product 296,ShopX catalog item in computers_accessories. Photos=1; weight_g=188.0.,118.0,13,19
297,ShopX furniture_decor Product 297,ShopX catalog item in furniture_decor. Photos=1; weight_g=300.0.,17.9,11,43
298,ShopX fashion_bags_accessories Product 298,ShopX catalog item in fashion_bags_accessories. Photos=2; weight_g=13600.0.,159.9,11,32
299,ShopX furniture_decor Product 299,ShopX catalog item in furniture_decor. Photos=3; weight_g=800.0.,39.9,11,43
300,ShopX Other Product 300,ShopX catalog item in Other. Photos=0; weight_g=300.0.,49.9,11,1
301,ShopX furniture_decor Product 301,ShopX catalog item in furniture_decor. Photos=2; weight_g=1400.0.,54.9,12,43
302,ShopX watches_gifts Product 302,ShopX catalog item in watches_gifts. Photos=1; weight_g=650.0.,489.0,11,74
303,ShopX construction_tools_construction Product 303,ShopX catalog item in construction_tools_construction. Photos=1; weight_g=600.0.,40.9,11,21
304,ShopX furniture_decor Product 304,ShopX catalog item in furniture_decor. Photos=2; weight_g=3000.0.,49.0,11,43
305,ShopX luggage_accessories Product 305,ShopX catalog item in luggage_accessories. Photos=1; weight_g=950.0.,54.45,11,57
306,ShopX furniture_decor Product 306,ShopX catalog item in furniture_decor. Photos=2; weight_g=17400.0.,86.73,11,43
307,ShopX fashion_male_clothing Product 307,ShopX catalog item in fashion_male_clothing. Photos=2; weight_g=300.0.,24.9,11,34
308,ShopX computers_accessories Product 308,ShopX catalog item in computers_accessories. Photos=2; weight_g=700.0.,81.4,11,19
309,ShopX pet_shop Product 309,ShopX catalog item in pet_shop. Photos=2; weight_g=625.0.,94.9,11,64
310,ShopX garden_tools Product 310,ShopX catalog item in garden_tools. Photos=3; weight_g=3250.0.,126.99,15,46
311,ShopX fashion_shoes Product 311,ShopX catalog item in fashion_shoes. Photos=2; weight_g=1500.0.,71.82,11,35
312,ShopX bed_bath_table Product 312,ShopX catalog item in bed_bath_table. Photos=1; weight_g=250.0.,25.5,11,11
313,ShopX garden_tools Product 313,ShopX catalog item in garden_tools. Photos=1; weight_g=425.0.,23.09,11,46
314,ShopX air_conditioning Product 314,ShopX catalog item in air_conditioning. Photos=1; weight_g=150.0.,46.2,11,5
315,ShopX furniture_decor Product 315,ShopX catalog item in furniture_decor. Photos=3; weight_g=350.0.,49.9,11,43
316,ShopX fashion_shoes Product 316,ShopX catalog item in fashion_shoes. Photos=12; weight_g=300.0.,37.9,11,35
317,ShopX telephony Product 317,ShopX catalog item in telephony. Photos=12; weight_g=100.0.,19.99,11,72
318,ShopX auto Product 318,ShopX catalog item in auto. Photos=3; weight_g=550.0.,179.49,11,9
319,ShopX auto Product 319,ShopX catalog item in auto. Photos=1; weight_g=250.0.,99.99,11,9
320,ShopX auto Product 320,ShopX catalog item in auto. Photos=1; weight_g=1000.0.,64.8,11,9
321,ShopX housewares Product 321,ShopX catalog item in housewares. Photos=3; weight_g=14850.0.,129.0,11,53
322,ShopX baby Product 322,ShopX catalog item in baby. Photos=3; weight_g=850.0.,51.99,11,10
323,ShopX consoles_games Product 323,ShopX catalog item in consoles_games. Photos=4; weight_g=1850.0.,246.97,11,20
324,ShopX fashion_bags_accessories Product 324,ShopX catalog item in fashion_bags_accessories. Photos=1; weight_g=300.0.,27.3,11,32
325,ShopX telephony Product 325,ShopX catalog item in telephony. Photos=1; weight_g=200.0.,9.88,11,72
326,ShopX health_beauty Product 326,ShopX catalog item in health_beauty. Photos=1; weight_g=150.0.,95.0,11,47
327,ShopX sports_leisure Product 327,ShopX catalog item in sports_leisure. Photos=1; weight_g=900.0.,84.9,11,69
328,ShopX garden_tools Product 328,ShopX catalog item in garden_tools. Photos=1; weight_g=1900.0.,44.0,11,46
329,ShopX bed_bath_table Product 329,ShopX catalog item in bed_bath_table. Photos=1; weight_g=1450.0.,64.9,11,11
330,ShopX books_technical Product 330,ShopX catalog item in books_technical. Photos=1; weight_g=1100.0.,48.99,11,14
331,ShopX sports_leisure Product 331,ShopX catalog item in sports_leisure. Photos=5; weight_g=200.0.,79.0,11,69
332,ShopX sports_leisure Product 332,ShopX catalog item in sports_leisure. Photos=1; weight_g=12600.0.,209.0,11,69
333,ShopX health_beauty Product 333,ShopX catalog item in health_beauty. Photos=1; weight_g=1450.0.,23.9,12,47
334,ShopX cool_stuff Product 334,ShopX catalog item in cool_stuff. Photos=3; weight_g=800.0.,51.99,11,24
335,ShopX perfumery Product 335,ShopX catalog item in perfumery. Photos=1; weight_g=1300.0.,104.9,11,63
336,ShopX health_beauty Product 336,ShopX catalog item in health_beauty. Photos=1; weight_g=150.0.,95.0,11,47
337,ShopX electronics Product 337,ShopX catalog item in electronics. Photos=1; weight_g=200.0.,29.5,11,30
338,ShopX garden_tools Product 338,ShopX catalog item in garden_tools. Photos=3; weight_g=11450.0.,329.9,11,46
339,ShopX furniture_decor Product 339,ShopX catalog item in furniture_decor. Photos=2; weight_g=2200.0.,55.0,11,43
340,ShopX home_appliances_2 Product 340,ShopX catalog item in home_appliances_2. Photos=2; weight_g=13200.0.,204.0,12,49
341,ShopX fashion_bags_accessories Product 341,ShopX catalog item in fashion_bags_accessories. Photos=3; weight_g=200.0.,56.0,11,32
342,ShopX consoles_games Product 342,ShopX catalog item in consoles_games. Photos=1; weight_g=150.0.,60.03,11,20
343,ShopX musical_instruments Product 343,ShopX catalog item in musical_instruments. Photos=3; weight_g=3350.0.,435.0,11,60
344,ShopX bed_bath_table Product 344,ShopX catalog item in bed_bath_table. Photos=1; weight_g=2200.0.,112.9,11,11
345,ShopX office_furniture Product 345,ShopX catalog item in office_furniture. Photos=2; weight_g=30000.0.,430.0,11,61
346,ShopX baby Product 346,ShopX catalog item in baby. Photos=2; weight_g=500.0.,45.0,11,10
347,ShopX bed_bath_table Product 347,ShopX catalog item in bed_bath_table. Photos=1; weight_g=1800.0.,113.0,11,11
348,ShopX Other Product 348,ShopX catalog item in Other. Photos=0; weight_g=200.0.,78.9,11,1
349,ShopX party_supplies Product 349,ShopX catalog item in party_supplies. Photos=1; weight_g=1300.0.,79.9,11,62
350,ShopX fashion_bags_accessories Product 350,ShopX catalog item in fashion_bags_accessories. Photos=2; weight_g=150.0.,39.9,11,32
351,ShopX luggage_accessories Product 351,ShopX catalog item in luggage_accessories. Photos=1; weight_g=700.0.,87.9,11,57
352,ShopX luggage_accessories Product 352,ShopX catalog item in luggage_accessories. Photos=5; weight_g=2900.0.,199.9,11,57
353,ShopX fashion_bags_accessories Product 353,ShopX catalog item in fashion_bags_accessories. Photos=4; weight_g=200.0.,39.9,11,32
354,ShopX health_beauty Product 354,ShopX catalog item in health_beauty. Photos=1; weight_g=300.0.,64.5,11,47
355,ShopX stationery Product 355,ShopX catalog item in stationery. Photos=2; weight_g=200.0.,119.0,11,70
356,ShopX bed_bath_table Product 356,ShopX catalog item in bed_bath_table. Photos=1; weight_g=700.0.,49.9,13,11
357,ShopX telephony Product 357,ShopX catalog item in telephony. Photos=4; weight_g=200.0.,29.9,11,72
358,ShopX air_conditioning Product 358,ShopX catalog item in air_conditioning. Photos=4; weight_g=7800.0.,190.0,12,5
359,ShopX stationery Product 359,ShopX catalog item in stationery. Photos=2; weight_g=550.0.,49.9,11,70
360,ShopX watches_gifts Product 360,ShopX catalog item in watches_gifts. Photos=4; weight_g=200.0.,129.0,11,74
361,ShopX bed_bath_table Product 361,ShopX catalog item in bed_bath_table. Photos=2; weight_g=1000.0.,59.4,11,11
362,ShopX stationery Product 362,ShopX catalog item in stationery. Photos=1; weight_g=1000.0.,40.0,11,70
363,ShopX construction_tools_lights Product 363,ShopX catalog item in construction_tools_lights. Photos=4; weight_g=1450.0.,75.0,11,22
364,ShopX office_furniture Product 364,ShopX catalog item in office_furniture. Photos=1; weight_g=5850.0.,79.99,11,61
365,ShopX baby Product 365,ShopX catalog item in baby. Photos=2; weight_g=8300.0.,79.9,11,10
366,ShopX sports_leisure Product 366,ShopX catalog item in sports_leisure. Photos=1; weight_g=1800.0.,42.0,12,69
367,ShopX sports_leisure Product 367,ShopX catalog item in sports_leisure. Photos=5; weight_g=900.0.,159.99,13,69
368,ShopX sports_leisure Product 368,ShopX catalog item in sports_leisure. Photos=1; weight_g=415.0.,19.0,11,69
369,ShopX telephony Product 369,ShopX catalog item in telephony. Photos=1; weight_g=103.0.,29.9,11,72
370,ShopX auto Product 370,ShopX catalog item in auto. Photos=2; weight_g=500.0.,79.99,11,9
371,ShopX stationery Product 371,ShopX catalog item in stationery. Photos=1; weight_g=600.0.,59.9,11,70
372,ShopX computers_accessories Product 372,ShopX catalog item in computers_accessories. Photos=5; weight_g=4750.0.,1011.86,11,19
373,ShopX watches_gifts Product 373,ShopX catalog item in watches_gifts. Photos=1; weight_g=263.0.,1200.0,11,74
374,ShopX baby Product 374,ShopX catalog item in baby. Photos=1; weight_g=50.0.,3.85,11,10
375,ShopX perfumery Product 375,ShopX catalog item in perfumery. Photos=1; weight_g=200.0.,11.7,11,63
376,ShopX bed_bath_table Product 376,ShopX catalog item in bed_bath_table. Photos=1; weight_g=360.0.,34.9,11,11
377,ShopX cool_stuff Product 377,ShopX catalog item in cool_stuff. Photos=1; weight_g=150.0.,127.5,11,24
378,ShopX sports_leisure Product 378,ShopX catalog item in sports_leisure. Photos=4; weight_g=1100.0.,34.92,11,69
379,ShopX fashion_bags_accessories Product 379,ShopX catalog item in fashion_bags_accessories. Photos=6; weight_g=2250.0.,115.0,14,32
380,ShopX auto Product 380,ShopX catalog item in auto. Photos=5; weight_g=1475.0.,142.4,11,9
381,ShopX sports_leisure Product 381,ShopX catalog item in sports_leisure. Photos=1; weight_g=1600.0.,99.0,14,69
382,ShopX health_beauty Product 382,ShopX catalog item in health_beauty. Photos=1; weight_g=1650.0.,67.9,11,47
383,ShopX toys Product 383,ShopX catalog item in toys. Photos=3; weight_g=650.0.,199.99,11,73
384,ShopX housewares Product 384,ShopX catalog item in housewares. Photos=1; weight_g=900.0.,69.9,11,53
385,ShopX telephony Product 385,ShopX catalog item in telephony. Photos=4; weight_g=75.0.,14.67,11,72
386,ShopX garden_tools Product 386,ShopX catalog item in garden_tools. Photos=4; weight_g=600.0.,68.9,11,46
387,ShopX furniture_decor Product 387,ShopX catalog item in furniture_decor. Photos=3; weight_g=400.0.,36.99,11,43
388,ShopX housewares Product 388,ShopX catalog item in housewares. Photos=2; weight_g=553.0.,23.9,16,53
389,ShopX books_general_interest Product 389,ShopX catalog item in books_general_interest. Photos=1; weight_g=900.0.,42.4,11,12
390,ShopX housewares Product 390,ShopX catalog item in housewares. Photos=2; weight_g=250.0.,15.55,13,53
391,ShopX office_furniture Product 391,ShopX catalog item in office_furniture. Photos=1; weight_g=14900.0.,279.9,11,61
392,ShopX bed_bath_table Product 392,ShopX catalog item in bed_bath_table. Photos=1; weight_g=1100.0.,77.0,11,11
393,ShopX furniture_decor Product 393,ShopX catalog item in furniture_decor. Photos=2; weight_g=2050.0.,99.0,11,43
394,ShopX furniture_decor Product 394,ShopX catalog item in furniture_decor. Photos=1; weight_g=850.0.,59.9,11,43
395,ShopX bed_bath_table Product 395,ShopX catalog item in bed_bath_table. Photos=1; weight_g=350.0.,35.0,12,11
396,ShopX garden_tools Product 396,ShopX catalog item in garden_tools. Photos=3; weight_g=1400.0.,97.5,11,46
397,ShopX computers_accessories Product 397,ShopX catalog item in computers_accessories. Photos=4; weight_g=200.0.,28.0,12,19
398,ShopX computers_accessories Product 398,ShopX catalog item in computers_accessories. Photos=2; weight_g=617.0.,39.99,11,19
399,ShopX housewares Product 399,ShopX catalog item in housewares. Photos=1; weight_g=2600.0.,52.99,11,53
400,ShopX drinks Product 400,ShopX catalog item in drinks. Photos=1; weight_g=200.0.,10.0,11,28
401,ShopX bed_bath_table Product 401,ShopX catalog item in bed_bath_table. Photos=1; weight_g=2000.0.,155.0,11,11
402,ShopX health_beauty Product 402,ShopX catalog item in health_beauty. Photos=2; weight_g=266.0.,22.0,11,47
403,ShopX telephony Product 403,ShopX catalog item in telephony. Photos=1; weight_g=200.0.,11.77,11,72
404,ShopX baby Product 404,ShopX catalog item in baby. Photos=1; weight_g=300.0.,39.9,12,10
405,ShopX pet_shop Product 405,ShopX catalog item in pet_shop. Photos=1; weight_g=300.0.,51.31,11,64
406,ShopX watches_gifts Product 406,ShopX catalog item in watches_gifts. Photos=1; weight_g=200.0.,49.0,11,74
407,ShopX small_appliances Product 407,ShopX catalog item in small_appliances. Photos=1; weight_g=1300.0.,59.0,11,67
408,ShopX sports_leisure Product 408,ShopX catalog item in sports_leisure. Photos=4; weight_g=482.0.,64.89,11,69
409,ShopX bed_bath_table Product 409,ShopX catalog item in bed_bath_table. Photos=1; weight_g=550.0.,27.99,11,11
